NIGHT,EXPID,TILEID,TILERA,TILEDEC,MJD,SURVEY,PROGRAM,FAPRGRM,FAFLAVOR,EXPTIME,EFFTIME_SPEC,GOALTIME,GOALTYPE,MINTFRAC,AIRMASS,EBV,SEEING_ETC,EFFTIME_ETC,TSNR2_ELG,TSNR2_QSO,TSNR2_LRG,TSNR2_LYA,TSNR2_BGS,TSNR2_GPBDARK,TSNR2_GPBBRIGHT,TSNR2_GPBBACKUP,LRG_EFFTIME_DARK,ELG_EFFTIME_DARK,BGS_EFFTIME_BRIGHT,LYA_EFFTIME_DARK,GPB_EFFTIME_DARK,GPB_EFFTIME_BRIGHT,GPB_EFFTIME_BACKUP,TRANSPARENCY_GFA,SEEING_GFA,FIBER_FRACFLUX_GFA,FIBER_FRACFLUX_ELG_GFA,FIBER_FRACFLUX_BGS_GFA,FIBERFAC_GFA,FIBERFAC_ELG_GFA,FIBERFAC_BGS_GFA,AIRMASS_GFA,SKY_MAG_AB_GFA,SKY_MAG_G_SPEC,SKY_MAG_R_SPEC,SKY_MAG_Z_SPEC,EFFTIME_GFA,EFFTIME_DARK_GFA,EFFTIME_BRIGHT_GFA,EFFTIME_BACKUP_GFA
20201214,67710,80605,36.448,-4.601,59198.17546592,sv1,dark,lrgqso,cmxlrgqso,900.1,17.3,4000.0,dark,0.9,1.245,0.028,0.0,0.0,2.0,0.5,1.3,1.2,125.9,176.7,35.8,312.2,16.4,17.3,17.6,13.7,15.3,18.8,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.147,21.134,19.341,0.0,0.0,0.0,0.0
20201214,67711,80605,36.448,-4.601,59198.18926673,sv1,dark,lrgqso,cmxlrgqso,900.1,15.4,4000.0,dark,0.9,1.25,0.028,0.0,0.0,1.8,0.4,1.2,1.1,115.3,159.5,32.9,275.1,14.8,15.4,16.1,12.4,13.8,17.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.152,21.135,19.317,0.0,0.0,0.0,0.0
20201214,67712,80605,36.448,-4.601,59198.20253263,sv1,dark,lrgqso,cmxlrgqso,900.1,34.3,4000.0,dark,0.9,1.264,0.028,0.0,0.0,4.0,1.0,2.6,2.4,246.1,344.2,69.0,587.1,32.3,34.3,34.5,27.2,29.8,36.3,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.158,21.135,19.322,0.0,0.0,0.0,0.0
20201214,67713,80605,36.448,-4.601,59198.21581194,sv1,dark,lrgqso,cmxlrgqso,900.0,43.4,4000.0,dark,0.9,1.289,0.028,0.0,0.0,5.0,1.2,3.3,3.0,311.0,441.3,88.0,744.9,41.1,43.4,43.5,34.0,38.2,46.2,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.157,21.161,19.4,0.0,0.0,0.0,0.0
20201214,67733,80606,36.448,-4.501,59198.2450305,sv1,dark,elg,cmxelg,900.0,107.5,4000.0,dark,0.9,1.381,0.028,0.0,0.0,12.5,3.1,8.2,7.8,757.4,1093.1,214.5,1706.8,100.6,107.5,106.0,89.6,94.6,112.7,125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.113,21.109,19.363,0.0,0.0,0.0,0.0
20201214,67744,80607,106.74,56.1,59198.26702079,sv1,dark,lrgqso,cmxlrgqso,900.0,300.9,4000.0,dark,0.9,1.224,0.056,0.0,0.0,35.0,8.4,22.7,19.9,2024.1,2953.3,561.0,3931.2,279.8,300.9,283.4,227.4,255.7,294.7,288.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19,21.246,19.607,0.0,0.0,0.0,0.0
20201214,67765,80607,106.74,56.1,59198.33230605,sv1,dark,lrgqso,cmxlrgqso,900.1,289.3,4000.0,dark,0.9,1.112,0.056,0.0,0.0,33.6,8.2,21.9,19.9,1950.3,2926.1,553.4,3952.5,269.5,289.3,273.0,227.9,253.3,290.7,289.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.192,21.177,19.416,0.0,0.0,0.0,0.0
20201214,67766,80607,106.74,56.1,59198.34618685,sv1,dark,lrgqso,cmxlrgqso,900.1,284.4,4000.0,dark,0.9,1.102,0.056,0.0,0.0,33.1,8.0,21.2,19.7,1887.7,2800.9,529.9,3843.4,261.8,284.4,264.3,225.2,242.5,278.3,281.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.184,21.135,19.313,0.0,0.0,0.0,0.0
20201214,67767,80607,106.74,56.1,59198.35939494,sv1,dark,lrgqso,cmxlrgqso,900.1,308.7,4000.0,dark,0.9,1.097,0.056,0.0,0.0,35.9,8.7,23.4,20.4,2070.5,3104.4,586.7,4141.9,287.9,308.7,289.9,233.4,268.7,308.1,303.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19,21.168,19.355,0.0,0.0,0.0,0.0
20201214,67768,80607,106.74,56.1,59198.37261703,sv1,dark,lrgqso,cmxlrgqso,900.1,435.6,4000.0,dark,0.9,1.096,0.056,0.0,0.0,50.7,12.4,33.3,31.3,2925.0,4502.0,836.5,5664.8,410.5,435.6,409.5,357.6,389.7,439.4,415.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,21.159,19.313,0.0,0.0,0.0,0.0
20201214,67769,80608,106.74,56.2,59198.38589865,sv1,dark,elg,cmxelg,900.1,531.3,4000.0,dark,0.9,1.099,0.055,0.0,0.0,61.8,15.3,40.9,41.1,3576.4,5638.3,1034.8,6830.1,504.3,531.3,500.7,470.7,488.1,543.5,500.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.183,21.133,19.28,0.0,0.0,0.0,0.0
20201214,67770,80608,106.74,56.2,59198.39910308,sv1,dark,elg,cmxelg,900.0,394.4,4000.0,dark,0.9,1.106,0.055,0.0,0.0,45.9,11.3,30.7,31.4,2723.5,4250.9,796.6,5394.2,378.0,394.4,381.3,359.3,368.0,418.4,395.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.165,21.079,19.196,0.0,0.0,0.0,0.0
20201214,67771,80608,106.74,56.2,59198.41234486,sv1,dark,elg,cmxelg,900.1,360.1,4000.0,dark,0.9,1.117,0.055,0.0,0.0,41.9,10.3,27.5,27.1,2432.7,3756.0,701.9,4962.5,338.7,360.1,340.6,309.5,325.1,368.7,363.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.169,21.044,19.157,0.0,0.0,0.0,0.0
20201214,67781,80609,150.12,2.206,59198.43399897,sv1,dark,lrgqso,cmxlrgqso,900.1,290.9,4000.0,dark,0.9,1.226,0.021,0.0,0.0,33.8,9.0,23.2,38.1,2192.4,3521.7,668.3,4802.1,285.6,290.9,306.9,435.6,304.9,351.0,351.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.001,20.924,19.02,0.0,0.0,0.0,0.0
20201214,67782,80609,150.12,2.206,59198.44720794,sv1,dark,lrgqso,cmxlrgqso,900.0,243.8,4000.0,dark,0.9,1.194,0.021,0.0,0.0,28.3,7.5,19.6,31.9,1861.7,3003.4,573.1,4194.9,241.0,243.8,260.6,365.0,260.0,301.0,307.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.019,20.935,19.009,0.0,0.0,0.0,0.0
20201214,67783,80609,150.12,2.206,59198.46041661,sv1,dark,lrgqso,cmxlrgqso,900.1,284.3,4000.0,dark,0.9,1.172,0.021,0.0,0.0,33.1,8.7,22.7,35.1,2132.3,3431.5,650.9,4678.9,279.6,284.3,298.5,401.9,297.1,341.9,342.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.037,20.95,19.037,0.0,0.0,0.0,0.0
20201214,67784,80609,150.12,2.206,59198.47356309,sv1,dark,lrgqso,cmxlrgqso,900.0,275.0,4000.0,dark,0.9,1.158,0.021,0.0,0.0,32.0,8.3,21.6,30.3,2009.9,3169.5,602.5,4399.3,266.0,275.0,281.4,346.3,274.4,316.5,322.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.032,20.946,19.06,0.0,0.0,0.0,0.0
20201215,67968,80606,36.448,-4.501,59199.11199475,sv1,dark,elg,cmxelg,900.1,312.0,4000.0,dark,0.9,1.344,0.028,0.0,0.0,36.3,9.2,24.6,27.1,2200.8,3549.2,667.9,4843.5,303.4,312.0,308.1,310.6,307.2,350.8,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.062,20.929,18.807,0.0,0.0,0.0,0.0
20201215,67969,80606,36.448,-4.501,59199.1251902,sv1,dark,elg,cmxelg,900.1,360.0,4000.0,dark,0.9,1.303,0.028,0.0,0.0,41.9,10.5,28.0,29.4,2475.8,3930.9,735.3,5247.0,344.7,360.0,346.6,336.8,340.3,386.2,384.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.103,20.988,18.903,0.0,0.0,0.0,0.0
20201215,67970,80606,36.448,-4.501,59199.13841339,sv1,dark,elg,cmxelg,900.1,351.5,4000.0,dark,0.9,1.274,0.028,0.0,0.0,40.9,10.2,27.5,27.0,2426.9,3852.8,721.1,5149.0,338.4,351.5,339.8,308.7,333.5,378.7,377.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.125,21.024,18.97,0.0,0.0,0.0,0.0
20201215,67971,80606,36.448,-4.501,59199.1516523,sv1,dark,elg,cmxelg,900.1,417.1,4000.0,dark,0.9,1.254,0.028,0.0,0.0,48.5,12.1,32.4,32.9,2843.2,4537.3,842.6,5896.6,399.4,417.1,398.0,376.2,392.8,442.5,432.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.137,21.023,18.934,0.0,0.0,0.0,0.0
20201215,67972,80605,36.448,-4.601,59199.1652226,sv1,dark,lrgqso,cmxlrgqso,900.1,227.2,4000.0,dark,0.9,1.246,0.028,0.0,0.0,26.4,6.6,17.7,16.9,1589.7,2469.2,470.8,3499.1,218.7,227.2,222.6,193.6,213.7,247.3,256.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.156,21.068,18.999,0.0,0.0,0.0,0.0
20201215,67973,80605,36.448,-4.601,59199.17840158,sv1,dark,lrgqso,cmxlrgqso,900.1,176.7,4000.0,dark,0.9,1.245,0.028,0.0,0.0,20.5,5.1,13.9,12.7,1252.6,1954.7,375.4,2865.7,171.7,176.7,175.4,145.6,169.2,197.2,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.158,21.084,19.036,0.0,0.0,0.0,0.0
20201215,67974,80605,36.448,-4.601,59199.1915855,sv1,dark,lrgqso,cmxlrgqso,900.0,178.3,4000.0,dark,0.9,1.254,0.028,0.0,0.0,20.7,5.1,13.8,12.5,1239.6,1901.2,364.6,2801.8,170.2,178.3,173.5,143.5,164.6,191.5,205.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.157,21.093,19.071,0.0,0.0,0.0,0.0
20201215,67975,80605,36.448,-4.601,59199.20481938,sv1,dark,lrgqso,cmxlrgqso,900.0,377.4,4000.0,dark,0.9,1.272,0.028,0.0,0.0,43.9,11.0,29.9,28.0,2618.9,4229.4,787.5,5525.3,368.7,377.4,366.7,320.6,366.1,413.6,404.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.166,21.105,19.103,0.0,0.0,0.0,0.0
20201215,67987,80605,36.448,-4.601,59199.23462088,sv1,dark,lrgqso,cmxlrgqso,900.1,197.7,4000.0,dark,0.9,1.352,0.028,0.0,0.0,23.0,5.7,15.0,13.8,1358.9,2049.9,392.2,2981.8,185.4,197.7,190.2,157.8,177.5,206.0,218.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.178,21.165,19.243,0.0,0.0,0.0,0.0
20201215,68013,80608,106.74,56.2,59199.2982598,sv1,dark,elg,cmxelg,900.0,114.9,4000.0,dark,0.9,1.152,0.055,0.0,0.0,13.4,3.3,8.7,10.0,794.3,1180.2,230.7,1838.1,107.5,114.9,111.2,114.9,102.2,121.2,134.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96,20.902,19.186,0.0,0.0,0.0,0.0
20201215,68023,80608,106.74,56.2,59199.32600419,sv1,dark,elg,cmxelg,900.0,423.3,4000.0,dark,0.9,1.116,0.055,0.0,0.0,49.2,12.4,32.5,39.2,2897.5,4605.5,848.8,5802.8,400.4,423.3,405.6,448.3,398.7,445.8,425.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,21.202,19.364,0.0,0.0,0.0,0.0
20201215,68024,80608,106.74,56.2,59199.33922091,sv1,dark,elg,cmxelg,900.0,412.4,4000.0,dark,0.9,1.105,0.055,0.0,0.0,48.0,12.2,31.8,41.2,2841.3,4494.1,833.4,5772.1,391.5,412.4,397.8,470.8,389.0,437.7,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.058,21.067,19.332,0.0,0.0,0.0,0.0
20201215,68025,80608,106.74,56.2,59199.35261089,sv1,dark,elg,cmxelg,900.0,497.4,4000.0,dark,0.9,1.099,0.055,0.0,0.0,57.8,14.9,38.8,53.0,3455.5,5604.8,1025.8,6938.4,478.4,497.4,483.8,605.8,485.2,538.8,508.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.074,21.067,19.316,0.0,0.0,0.0,0.0
20201215,68026,80608,106.74,56.2,59199.36583406,sv1,dark,elg,cmxelg,900.1,721.4,4000.0,dark,0.9,1.097,0.055,0.0,0.0,83.9,21.7,56.9,74.9,5007.4,8476.8,1507.8,9418.9,701.9,721.4,701.0,856.5,733.8,792.0,690.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.219,21.211,19.336,0.0,0.0,0.0,0.0
20201215,68027,80607,106.74,56.1,59199.37977664,sv1,dark,lrgqso,cmxlrgqso,900.1,353.0,4000.0,dark,0.9,1.097,0.056,0.0,0.0,41.0,10.3,27.1,29.6,2422.0,3783.9,704.9,4947.7,333.7,353.0,339.1,338.1,327.6,370.2,362.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.194,21.147,19.254,0.0,0.0,0.0,0.0
20201215,68028,80607,106.74,56.1,59199.39291639,sv1,dark,lrgqso,cmxlrgqso,900.1,470.5,4000.0,dark,0.9,1.103,0.056,0.0,0.0,54.7,13.6,36.1,38.0,3176.4,5037.9,926.7,6289.8,445.5,470.5,444.7,435.1,436.1,486.8,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.182,21.081,19.14,0.0,0.0,0.0,0.0
20201215,68039,80610,150.12,2.306,59199.41830288,sv1,dark,elg,cmxelg,900.1,247.5,4000.0,dark,0.9,1.266,0.021,0.0,0.0,28.8,7.1,19.6,20.1,1781.8,2756.1,531.0,3853.1,242.0,247.5,249.4,230.1,238.6,278.9,282.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99,20.913,19.003,0.0,0.0,0.0,0.0
20201215,68040,80610,150.12,2.306,59199.43144937,sv1,dark,elg,cmxelg,900.1,319.3,4000.0,dark,0.9,1.224,0.021,0.0,0.0,37.1,9.2,25.0,25.9,2242.1,3467.5,656.2,4696.1,307.9,319.3,313.9,296.7,300.2,344.7,344.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.054,20.989,19.072,0.0,0.0,0.0,0.0
20201215,68041,80610,150.12,2.306,59199.4446438,sv1,dark,elg,cmxelg,900.1,362.2,4000.0,dark,0.9,1.192,0.021,0.0,0.0,42.1,10.6,29.0,31.1,2599.8,4155.5,783.6,5450.3,358.1,362.2,364.0,355.8,359.7,411.6,399.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.066,20.987,19.037,0.0,0.0,0.0,0.0
20201215,68042,80610,150.12,2.306,59199.45784003,sv1,dark,elg,cmxelg,900.1,410.8,4000.0,dark,0.9,1.17,0.021,0.0,0.0,47.8,12.0,32.7,35.9,2919.4,4675.3,877.7,6021.7,403.6,410.8,408.7,410.6,404.7,461.0,441.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.071,20.974,18.976,0.0,0.0,0.0,0.0
20201215,68063,80609,150.12,2.206,59199.50455879,sv1,dark,lrgqso,cmxlrgqso,900.1,392.2,4000.0,dark,0.9,1.159,0.021,0.0,0.0,45.6,11.5,31.6,34.0,2832.3,4530.1,851.9,5832.4,389.1,392.2,396.5,388.7,392.2,447.4,427.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.082,21.012,19.12,0.0,0.0,0.0,0.0
20201215,68064,80609,150.12,2.206,59199.51829467,sv1,dark,lrgqso,cmxlrgqso,900.1,363.9,4000.0,dark,0.9,1.174,0.021,0.0,0.0,42.3,10.6,29.5,31.3,2653.1,4246.1,802.8,5542.7,363.5,363.9,371.4,357.6,367.6,421.7,406.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.066,20.989,19.111,0.0,0.0,0.0,0.0
20201215,68065,80609,150.12,2.206,59199.53212847,sv1,dark,lrgqso,cmxlrgqso,900.0,533.4,4000.0,dark,0.9,1.199,0.021,0.0,0.0,62.0,15.8,42.6,47.7,3804.1,6171.1,1140.6,7681.3,525.6,533.4,532.6,545.6,534.2,599.1,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94,20.926,19.106,0.0,0.0,0.0,0.0
20201216,68265,80615,24.027,31.39,59200.06640136,cmx,other,m33,cmxm33,900.0,688.7,1000.0,other,0.9,1.072,0.055,0.0,0.0,80.1,20.7,55.2,68.5,4922.5,8261.6,1490.1,9460.9,681.0,688.7,689.1,784.1,715.2,782.7,693.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.924,21.021,19.087,0.0,0.0,0.0,0.0
20201216,68266,80615,24.027,31.39,59200.07964421,cmx,other,m33,cmxm33,900.0,782.1,1000.0,other,0.9,1.046,0.055,0.0,0.0,90.9,23.5,62.7,77.0,5475.9,9261.0,1643.4,10184.5,773.4,782.1,766.6,880.5,801.7,863.1,746.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.113,21.128,19.138,0.0,0.0,0.0,0.0
20201216,68272,80615,24.027,31.39,59200.11058356,cmx,other,m33,cmxm33,900.0,967.9,1000.0,other,0.9,1.009,0.055,0.0,0.0,112.5,29.4,78.0,98.0,6712.5,11602.7,2020.3,12075.3,961.4,967.9,939.8,1121.2,1004.4,1061.1,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.187,21.176,19.154,0.0,0.0,0.0,0.0
20201216,68273,80615,24.027,31.39,59200.12381137,cmx,other,m33,cmxm33,900.0,952.2,1000.0,other,0.9,1.002,0.055,0.0,0.0,110.7,28.9,76.7,95.5,6604.8,11432.4,1989.4,11937.9,945.9,952.2,924.7,1092.7,989.7,1044.9,874.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.196,21.189,19.172,0.0,0.0,0.0,0.0
20201216,68284,80606,36.448,-4.501,59200.14312098,sv1,dark,elg,cmxelg,900.1,912.9,4000.0,dark,0.9,1.262,0.028,0.0,0.0,106.1,28.1,74.4,104.2,6521.8,11290.0,1985.2,12108.0,916.6,912.9,913.1,1192.0,977.3,1042.7,887.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.127,21.08,19.019,0.0,0.0,0.0,0.0
20201216,68285,80606,36.448,-4.501,59200.15629021,sv1,dark,elg,cmxelg,900.0,946.5,4000.0,dark,0.9,1.248,0.028,0.0,0.0,110.1,29.2,77.8,101.5,6763.9,11851.2,2074.0,12584.0,959.3,946.5,946.9,1160.9,1025.9,1089.3,922.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.124,21.084,19.033,0.0,0.0,0.0,0.0
20201216,68288,80606,36.448,-4.501,59200.18714776,sv1,dark,elg,cmxelg,900.0,853.6,4000.0,dark,0.9,1.251,0.028,0.0,0.0,99.3,27.3,70.9,112.6,6424.5,11360.0,2005.0,12321.4,874.4,853.6,899.4,1288.6,983.4,1053.1,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.126,21.094,19.008,0.0,0.0,0.0,0.0
20201216,68289,80606,36.448,-4.501,59200.20044991,sv1,dark,elg,cmxelg,900.0,863.9,4000.0,dark,0.9,1.268,0.028,0.0,0.0,100.5,27.2,71.3,103.1,6394.3,11168.0,1969.8,12090.8,878.8,863.9,895.2,1179.9,966.8,1034.6,886.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.126,21.108,19.039,0.0,0.0,0.0,0.0
20201216,68290,80605,36.448,-4.601,59200.21706252,sv1,dark,lrgqso,cmxlrgqso,900.1,641.2,4000.0,dark,0.9,1.305,0.028,0.0,0.0,74.6,20.0,53.1,73.0,4847.3,8381.5,1510.6,9642.8,654.6,641.2,678.6,834.6,725.6,793.4,706.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.128,21.104,19.034,0.0,0.0,0.0,0.0
20201216,68291,80605,36.448,-4.601,59200.23076922,sv1,dark,lrgqso,cmxlrgqso,900.0,478.4,4000.0,dark,0.9,1.348,0.028,0.0,0.0,55.6,15.0,40.0,53.5,3689.2,6340.1,1160.5,7733.1,493.5,478.4,516.5,611.9,548.8,609.6,566.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.103,21.06,18.955,0.0,0.0,0.0,0.0
20201216,68292,80605,36.448,-4.601,59200.24414424,sv1,dark,lrgqso,cmxlrgqso,900.0,622.9,4000.0,dark,0.9,1.404,0.028,0.0,0.0,72.4,19.5,51.8,70.5,4689.6,8169.0,1470.5,9557.9,639.1,622.9,656.6,806.1,707.2,772.4,700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.063,20.995,18.84,0.0,0.0,0.0,0.0
20201216,68317,80608,106.74,56.2,59200.35754255,sv1,dark,elg,cmxelg,900.1,888.9,4000.0,dark,0.9,1.097,0.055,0.0,0.0,103.4,26.3,70.2,80.3,6026.5,10164.7,1790.5,10869.5,865.4,888.9,843.7,918.9,879.9,940.4,796.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.207,21.078,18.967,0.0,0.0,0.0,0.0
20201216,68327,80608,106.74,56.2,59200.37580231,sv1,dark,elg,cmxelg,900.1,767.8,4000.0,dark,0.9,1.098,0.055,0.0,0.0,89.3,22.8,60.8,69.4,5241.1,8832.7,1569.1,9829.6,749.1,767.8,733.7,793.5,764.6,824.1,720.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.188,21.031,18.872,0.0,0.0,0.0,0.0
20201216,68328,80608,106.74,56.2,59200.3909453,sv1,dark,elg,cmxelg,900.0,542.2,4000.0,dark,0.9,1.104,0.055,0.0,0.0,63.1,16.2,43.3,55.9,3866.0,6449.1,1175.5,7589.6,533.7,542.2,541.2,639.1,558.3,617.4,556.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,21.01,18.855,0.0,0.0,0.0,0.0
20201216,68330,80610,150.12,2.306,59200.40874922,sv1,dark,elg,cmxelg,900.1,421.1,4000.0,dark,0.9,1.291,0.021,0.0,0.0,49.0,12.7,34.4,44.3,3111.3,5169.5,963.4,6674.8,424.0,421.1,435.6,506.7,447.5,506.0,489.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.958,20.775,18.624,0.0,0.0,0.0,0.0
20201216,68331,80610,150.12,2.306,59200.42267033,sv1,dark,elg,cmxelg,900.1,327.1,4000.0,dark,0.9,1.241,0.021,0.0,0.0,38.0,9.9,26.4,35.8,2400.9,3907.1,737.4,5317.2,325.1,327.1,336.1,409.6,338.2,387.3,389.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.922,20.751,18.666,0.0,0.0,0.0,0.0
20201216,68332,80610,150.12,2.306,59200.43678566,sv1,dark,elg,cmxelg,900.0,607.6,4000.0,dark,0.9,1.203,0.021,0.0,0.0,70.7,18.4,49.2,65.0,4379.4,7346.2,1342.7,8813.4,606.2,607.6,613.1,744.1,635.9,705.2,645.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02,20.892,18.777,0.0,0.0,0.0,0.0
20201216,68333,80610,150.12,2.306,59200.45069368,sv1,dark,elg,cmxelg,900.1,595.6,4000.0,dark,0.9,1.176,0.021,0.0,0.0,69.3,17.9,48.1,61.7,4287.5,7164.6,1311.2,8601.0,593.1,595.6,600.3,706.4,620.2,688.7,630.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.021,20.885,18.756,0.0,0.0,0.0,0.0
20201216,68334,80609,150.12,2.206,59200.46463512,sv1,dark,lrgqso,cmxlrgqso,900.0,657.4,4000.0,dark,0.9,1.161,0.021,0.0,0.0,76.4,20.1,53.5,79.3,4799.2,8125.8,1480.9,9533.7,659.6,657.4,671.9,907.6,703.4,777.8,698.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.019,20.825,18.646,0.0,0.0,0.0,0.0
20201216,68336,80609,150.12,2.206,59200.47864221,sv1,dark,lrgqso,cmxlrgqso,900.0,585.3,4000.0,dark,0.9,1.152,0.021,0.0,0.0,68.1,18.8,48.7,91.7,4490.0,7808.1,1421.9,9370.0,600.4,585.3,628.6,1048.7,675.9,746.8,686.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.005,20.769,18.557,0.0,0.0,0.0,0.0
20201216,68337,80609,150.12,2.206,59200.49250742,sv1,dark,lrgqso,cmxlrgqso,900.1,854.0,4000.0,dark,0.9,1.153,0.021,0.0,0.0,99.3,27.1,71.1,119.7,6324.9,11285.2,2002.5,12500.6,876.1,854.0,885.5,1369.1,976.9,1051.8,916.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.036,20.811,18.587,0.0,0.0,0.0,0.0
20201216,68338,80609,150.12,2.206,59200.5063548,sv1,dark,lrgqso,cmxlrgqso,900.1,759.2,4000.0,dark,0.9,1.162,0.021,0.0,0.0,88.3,23.5,62.8,98.4,5632.3,9832.9,1770.7,11022.4,774.2,759.2,788.5,1125.1,851.2,930.0,807.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.048,20.863,18.66,0.0,0.0,0.0,0.0
20201216,68339,80609,150.12,2.206,59200.52021614,sv1,dark,lrgqso,cmxlrgqso,900.0,806.8,4000.0,dark,0.9,1.181,0.021,0.0,0.0,93.8,25.4,66.6,107.3,5947.0,10455.9,1862.2,11678.3,820.7,806.8,832.6,1227.0,905.1,978.1,855.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.048,20.874,18.679,0.0,0.0,0.0,0.0
